i	x1		x2		fx1		fx2		ai		bi		li		li-1 / li
1	8.99999975e+00	9.00000025e+00	2.49999975e+01	2.50000025e+01	-2.00000000e+00	9.00000025e+00	1.10000002e+01	1.99999995e+00
2	3.49999987e+00	3.50000037e+00	2.50000125e-01	2.49999625e-01	3.49999987e+00	9.00000025e+00	5.50000037e+00	1.99999991e+00
3	6.24999981e+00	6.25000031e+00	5.06249916e+00	5.06250141e+00	3.49999987e+00	6.25000031e+00	2.75000044e+00	1.99999982e+00
4	4.87499984e+00	4.87500034e+00	7.65624727e-01	7.65625602e-01	3.49999987e+00	4.87500034e+00	1.37500047e+00	1.99999964e+00
5	4.18749986e+00	4.18750036e+00	3.51561973e-02	3.51563848e-02	3.49999987e+00	4.18750036e+00	6.87500484e-01	1.99999927e+00
6	3.84374987e+00	3.84375037e+00	2.44141040e-02	2.44139478e-02	3.84374987e+00	4.18750036e+00	3.43750492e-01	1.99999855e+00
7	4.01562486e+00	4.01562536e+00	2.44136353e-04	2.44151978e-04	3.84374987e+00	4.01562536e+00	1.71875496e-01	1.99999709e+00
8	3.92968737e+00	3.92968787e+00	4.94386661e-03	4.94379630e-03	3.92968737e+00	4.01562536e+00	8.59379980e-02	1.99999418e+00
9	3.97265611e+00	3.97265661e+00	7.47688087e-04	7.47660744e-04	3.97265611e+00	4.01562536e+00	4.29692490e-02	1.99998836e+00
10	3.99414049e+00	3.99414099e+00	3.43338719e-05	3.43280126e-05	3.99414049e+00	4.01562536e+00	2.14848745e-02	1.99997673e+00
11	4.00488268e+00	4.00488318e+00	2.38405252e-05	2.38454081e-05	3.99414049e+00	4.00488318e+00	1.07426873e-02	1.99995346e+00
12	3.99951158e+00	3.99951208e+00	2.38551754e-07	2.38063587e-07	3.99951158e+00	4.00488318e+00	5.37159363e-03	1.99990692e+00
13	4.00219713e+00	4.00219763e+00	4.82737677e-06	4.82957415e-06	3.99951158e+00	4.00219763e+00	2.68604681e-03	1.99981385e+00
14	4.00085436e+00	4.00085486e+00	7.29923841e-07	7.30778446e-07	3.99951158e+00	4.00085486e+00	1.34327341e-03	1.99962777e+00
15	4.00018297e+00	4.00018347e+00	3.34776919e-08	3.36609110e-08	3.99951158e+00	4.00018347e+00	6.71886703e-04	1.99925583e+00
16	3.99984728e+00	3.99984778e+00	2.33246968e-08	2.31722225e-08	3.99984728e+00	4.00018347e+00	3.36193352e-04	1.99851276e+00
17	4.00001512e+00	4.00001562e+00	2.28687740e-10	2.44060165e-10	3.99984728e+00	4.00001562e+00	1.68346676e-04	1.99702994e+00
18	3.99993120e+00	3.99993170e+00	4.73356561e-09	4.66501470e-09	3.99993120e+00	4.00001562e+00	8.44233379e-05	1.99407747e+00
19	3.99997316e+00	3.99997366e+00	7.20345012e-10	6.93755769e-10	3.99997316e+00	4.00001562e+00	4.24616690e-05	1.98822467e+00
20	3.99999414e+00	3.99999464e+00	3.43209607e-11	2.87125513e-11	3.99999414e+00	4.00001562e+00	2.14808345e-05	1.97672344e+00
21	4.00000463e+00	4.00000513e+00	2.14554966e-11	2.63375045e-11	3.99999414e+00	4.00000513e+00	1.09904172e-05	1.95450582e+00
22	3.99999939e+00	3.99999989e+00	3.76015199e-13	1.28144172e-14	3.99999939e+00	4.00000513e+00	5.74520862e-06	1.91297096e+00
23	4.00000201e+00	4.00000251e+00	4.03770254e-12	6.29710607e-12	3.99999939e+00	4.00000251e+00	3.12260431e-06	1.83987725e+00
24	4.00000070e+00	4.00000120e+00	4.87345527e-13	1.43544690e-12	3.99999939e+00	4.00000120e+00	1.81130216e-06	1.72395550e+00
25	4.00000004e+00	4.00000054e+00	1.80202761e-15	2.94252324e-13	3.99999939e+00	4.00000054e+00	1.15565108e-06	1.56734346e+00
26	3.99999971e+00	4.00000021e+00	8.14390293e-14	4.60637864e-14	3.99999971e+00	4.00000054e+00	8.27825539e-07	1.39600800e+00
Middle of [a;b]: 4.00000013e+00
Times function computed: 52
